,Wfgm,Wfga,WfgRatio,Wfgm3,Wfga3,Wfg3Ratio,Wftm,Wfta,WftRatio,Wor,Wdr,Wast,Wto,Wstl,Wblk
1156,28,56,50,9,16,56,17,18,94,10,24,18,12,8,6
1156,28,47,60,9,14,64,21,29,72,5,19,19,14,8,1
1156,30,50,60,14,23,61,18,24,75,9,21,19,15,5,3
1156,24,45,53,8,15,53,16,18,89,5,26,11,14,4,1
1156,30,60,50,10,18,56,3,8,38,12,25,17,8,7,5
1156,26,56,46,8,20,40,14,17,82,5,29,16,10,10,3
1156,23,59,39,5,16,31,19,22,86,13,26,14,11,3,1
1156,22,48,46,6,18,33,13,19,68,9,23,15,13,10,4
1156,20,50,40,6,19,32,14,17,82,15,24,13,13,4,3
1156,23,56,41,9,21,43,13,19,68,14,20,16,11,9,0
1156,25,52,48,9,16,56,17,21,81,8,21,17,13,10,2
1156,25,53,47,9,19,47,10,14,71,9,20,15,13,6,4
1156,34,59,58,5,11,45,11,13,85,9,19,14,5,9,1
1156,26,44,59,6,12,50,16,25,64,1,20,16,9,6,10
1156,27,60,45,8,21,38,3,6,50,10,21,15,7,5,5
1156,22,46,48,3,19,16,8,12,67,11,21,13,15,5,0
1156,27,56,48,9,24,38,11,17,65,12,18,16,8,11,2
1156,22,50,44,6,21,29,20,33,61,11,31,12,13,5,4
1156,25,44,57,5,12,42,21,31,68,8,24,14,13,8,0
1156,24,55,44,8,19,42,17,23,74,10,26,17,10,8,5
1156,30,49,61,4,10,40,24,29,83,10,17,13,9,9,3
1156,26,47,55,8,15,53,7,12,58,6,24,19,10,3,11
1156,25,55,45,5,17,29,11,15,73,11,25,12,16,3,6
1156,25,49,51,9,15,60,11,21,52,10,25,17,20,8,3
1156,15,44,34,4,14,29,23,32,72,14,19,8,18,9,1
1156,19,55,35,7,17,41,15,20,75,17,21,11,13,9,6
1156,28,62,45,6,15,40,5,7,71,10,28,14,12,8,5
1156,24,51,47,9,16,56,13,22,59,9,28,16,12,6,3
1156,23,61,38,9,16,56,15,18,83,14,29,15,14,8,4
1156,23,50,46,3,11,27,15,19,79,7,25,7,15,6,1
1156,20,53,38,7,20,35,16,23,70,12,20,8,9,8,4
1157,26,57,46,6,13,46,16,25,64,14,26,12,20,8,2
1157,25,54,46,9,23,39,10,13,77,11,28,16,14,13,1
1157,29,55,53,4,6,67,18,24,75,10,27,11,14,7,0
1157,21,54,39,5,15,33,14,19,74,20,19,11,9,7,0
1157,28,66,42,4,15,27,12,21,57,15,37,16,14,8,1
1157,24,49,49,3,5,60,22,31,71,9,26,10,12,9,2
1157,20,52,38,4,11,36,18,31,58,15,28,9,7,3,5
1157,25,52,48,6,11,55,17,26,65,12,35,11,17,8,1
1157,22,57,39,8,18,44,8,16,50,22,23,10,12,3,3
1157,25,54,46,5,18,28,10,12,83,13,17,14,18,15,2
1157,25,57,44,4,13,31,19,25,76,19,26,10,8,9,1
1157,20,49,41,1,8,13,29,38,76,12,31,7,16,6,2
1157,27,57,47,3,19,16,19,23,83,13,30,12,21,7,1
1157,25,61,41,7,17,41,8,9,89,14,26,7,10,4,3
1157,30,61,49,8,21,38,18,25,72,20,28,14,16,6,6
1157,27,47,57,7,12,58,20,28,71,8,27,16,19,4,3
1157,31,62,50,10,17,59,9,13,69,14,24,11,16,7,2
1157,27,40,68,10,17,59,20,29,69,5,28,10,14,1,1
1157,23,59,39,4,14,29,19,24,79,16,26,6,12,6,3
1157,22,47,47,7,16,44,15,22,68,6,20,9,13,7,5
1157,24,66,36,5,18,28,8,11,73,19,23,9,7,7,1
1157,23,53,43,7,19,37,14,19,74,8,37,16,16,2,3
1157,29,69,42,10,17,59,15,23,65,13,30,13,3,8,6
1157,25,44,57,5,12,42,20,28,71,3,28,7,16,10,3
1157,29,71,41,5,22,23,7,12,58,18,28,9,6,8,4
1157,22,59,37,4,19,21,15,23,65,13,25,9,12,6,2
1157,22,76,29,9,36,25,20,28,71,25,34,7,15,8,1
1157,24,56,43,2,12,17,16,21,76,13,35,5,16,3,10
1157,28,48,58,5,11,45,15,26,58,5,31,13,7,4,2
1157,22,56,39,6,21,29,11,15,73,9,24,10,5,3,3
1157,24,49,49,9,18,50,9,20,45,13,29,17,16,4,3
1157,21,61,34,7,25,28,9,16,56,16,25,9,13,10,2
1157,19,49,39,5,24,21,14,19,74,10,33,6,12,2,6
1157,25,60,42,6,15,40,16,20,80,14,26,11,12,7,4
1157,28,51,55,10,15,67,17,20,85,6,27,13,11,6,2
1157,29,56,52,8,18,44,17,20,85,9,23,15,7,5,4
1157,25,54,46,7,19,37,19,26,73,14,19,13,8,5,2
1157,21,57,37,9,30,30,18,28,64,13,32,13,11,10,4
1157,24,45,53,6,12,50,16,21,76,5,27,10,10,5,2
1157,21,57,37,5,22,23,16,19,84,19,25,11,11,5,2
1157,21,50,42,5,17,29,21,30,70,9,30,8,14,6,3
1157,18,49,37,5,17,29,24,31,77,17,30,8,14,5,2
1157,34,62,55,13,23,57,15,18,83,13,30,17,5,8,3
1157,25,64,39,8,22,36,7,11,64,20,26,14,10,5,9
1157,27,50,54,8,16,50,19,32,59,14,27,9,10,5,3
1157,25,49,51,6,15,40,16,26,62,10,30,11,16,8,5
1157,25,58,43,8,22,36,16,20,80,9,24,17,13,14,8
1157,29,57,51,5,13,38,10,14,71,12,29,15,17,4,3
1157,26,55,47,9,22,41,20,31,65,11,32,11,9,3,2
1157,26,47,55,5,12,42,10,16,63,6,33,10,12,3,1
1157,25,62,40,4,15,27,9,10,90,11,27,9,9,11,7
1157,24,41,59,7,11,64,16,25,64,6,29,11,16,1,2
1157,25,60,42,6,25,24,12,19,63,11,28,12,12,6,4
1157,32,62,52,7,21,33,11,15,73,9,33,15,15,7,0
1157,33,63,52,11,26,42,10,12,83,13,30,20,16,9,8
1157,27,55,49,9,16,56,8,14,57,11,27,14,14,6,2
1157,28,63,44,10,27,37,12,18,67,9,34,14,12,4,7
1157,25,58,43,7,22,32,11,16,69,3,38,10,13,2,6
1157,33,56,59,9,21,43,22,35,63,12,30,11,9,4,3
1157,21,46,46,6,20,30,21,33,64,10,26,12,14,5,2
1157,27,54,50,7,22,32,11,14,79,6,32,13,13,7,1
1157,26,58,45,7,20,35,19,26,73,14,30,15,12,6,5
1157,23,58,40,9,22,41,13,21,62,14,28,11,9,5,3
1157,27,51,53,7,16,44,20,27,74,16,22,5,19,9,0
1158,27,48,56,4,9,44,17,29,59,12,22,11,17,4,6
1158,24,52,46,8,21,38,15,20,75,9,26,9,12,1,5
1158,21,43,49,9,18,50,12,20,60,6,31,13,17,4,2
1158,25,54,46,9,19,47,13,15,87,15,24,16,15,3,3
1158,21,45,47,4,9,44,10,16,63,11,24,12,19,5,1
1158,26,49,53,8,20,40,16,23,70,8,21,18,15,7,6
1158,20,48,42,7,23,30,13,18,72,13,24,10,14,5,4
1158,23,49,47,7,14,50,9,14,64,7,27,12,8,4,5
1158,29,56,52,8,17,47,19,28,68,10,30,12,12,6,5
1158,18,52,35,6,16,38,18,26,69,12,28,7,17,4,8
1158,31,62,50,8,24,33,16,24,67,12,35,18,13,7,5
1158,25,61,41,9,21,43,14,18,78,16,20,11,10,7,2
1158,25,57,44,5,18,28,14,21,67,16,32,14,11,6,5
1158,29,49,59,11,21,52,10,17,59,6,27,17,11,4,3
1158,25,55,45,5,19,26,17,25,68,8,31,16,8,4,9
1158,24,57,42,10,21,48,23,37,62,16,29,16,11,7,5
1158,26,56,46,2,15,13,15,19,79,16,18,10,10,9,2
1158,25,52,48,5,19,26,16,21,76,7,29,12,9,4,3
1158,24,51,47,6,18,33,15,22,68,9,26,13,9,5,4
1158,22,51,43,3,13,23,20,28,71,14,28,8,14,3,5
1158,21,45,47,5,19,26,8,14,57,10,34,9,16,4,5
1158,28,57,49,8,21,38,10,17,59,11,37,17,9,4,4
1158,22,47,47,5,13,38,29,35,83,8,32,11,17,9,6
1158,21,46,46,7,17,41,19,23,83,3,25,11,10,3,1
1158,31,63,49,12,28,43,9,18,50,14,26,12,15,5,3
1158,33,58,57,11,24,46,12,17,71,8,29,17,9,7,6
1158,19,46,41,4,13,31,19,30,63,7,33,6,14,4,6
1158,17,46,37,4,11,36,13,14,93,9,24,9,13,5,9
1158,23,60,38,7,21,33,19,31,61,17,37,16,8,6,4
1158,26,43,60,4,13,31,20,30,67,5,34,13,13,3,5
1158,15,45,33,7,22,32,23,32,72,13,28,9,13,5,5
1158,25,59,42,12,23,52,13,18,72,18,26,13,14,4,2
1158,21,52,40,8,15,53,8,17,47,8,27,12,10,9,7
1158,23,48,48,10,19,53,19,27,70,11,22,12,16,12,6
1158,22,54,41,12,24,50,11,17,65,13,38,16,14,5,3
1158,16,49,33,2,13,15,13,24,54,12,34,4,12,2,4
1158,34,53,64,14,22,64,5,5,100,6,30,18,11,4,5
1158,31,59,53,11,21,52,2,4,50,7,30,20,7,8,4
1158,22,51,43,6,19,32,11,19,58,10,19,20,14,7,1
1158,21,47,45,2,12,17,15,19,79,6,19,9,11,10,4
1158,16,52,31,6,18,33,12,17,71,13,23,10,10,10,3
1158,20,48,42,6,19,32,12,16,75,11,29,10,14,2,2
1158,22,41,54,8,15,53,14,24,58,8,24,11,15,8,2
1158,24,44,55,8,19,42,24,33,73,4,26,10,13,4,2
1158,27,48,56,8,19,42,15,21,71,13,25,9,12,5,4
1158,18,51,35,4,12,33,16,24,67,16,20,5,9,9,2
1158,21,50,42,8,23,35,24,35,69,12,32,13,13,6,3
1158,24,55,44,11,24,46,13,19,68,9,25,14,7,7,3
1158,19,57,33,4,18,22,15,25,60,21,17,9,15,10,4
1158,25,64,39,6,15,40,14,21,67,16,31,13,17,10,3
1158,30,51,59,2,13,15,20,30,67,5,29,14,20,8,3
1158,25,56,45,5,15,33,22,29,76,10,30,18,8,6,2
1158,33,57,58,9,19,47,11,17,65,6,30,15,16,8,2
1158,26,61,43,7,23,30,6,9,67,13,24,14,10,9,0
1158,29,53,55,7,16,44,7,13,54,5,24,12,13,7,3
1158,16,48,33,4,18,22,4,9,44,9,24,9,10,4,2
1158,22,58,38,10,31,32,5,7,71,12,22,14,10,4,0
1158,25,61,41,5,15,33,13,18,72,12,25,15,12,10,5
1158,20,47,43,8,17,47,17,22,77,7,24,11,14,9,2
1158,22,48,46,6,19,32,10,16,63,6,28,15,16,9,1
1158,26,49,53,5,16,31,9,12,75,6,21,6,13,4,2
1158,21,50,42,5,17,29,20,31,65,11,23,11,11,14,4
1159,27,58,47,5,11,45,15,22,68,7,27,17,11,7,1
1159,28,50,56,14,25,56,18,28,64,4,37,19,27,7,7
1159,25,43,58,14,20,70,21,28,75,9,26,15,13,2,2
1159,27,53,51,11,28,39,9,18,50,9,30,20,13,7,3
1159,25,51,49,6,20,30,9,14,64,7,30,14,13,5,8
1159,23,44,52,10,13,77,22,27,81,9,27,11,19,5,6
1159,35,68,51,12,23,52,11,18,61,9,27,18,15,7,3
1159,26,52,50,7,19,37,11,16,69,3,34,18,8,3,5
1159,25,59,42,7,19,37,6,8,75,8,25,13,6,5,1
1159,22,54,41,8,21,38,12,14,86,6,34,16,16,6,4
1159,21,53,40,5,15,33,12,20,60,17,29,13,14,6,2
1159,29,53,55,11,23,48,12,14,86,5,25,19,10,5,3
1159,32,55,58,12,21,57,5,8,63,5,26,20,9,7,4
1159,34,52,65,17,27,63,13,20,65,3,22,22,9,6,2
1159,34,51,67,15,24,63,10,12,83,2,26,18,10,8,1
1159,26,55,47,13,28,46,4,5,80,5,25,14,8,0,1
1159,25,47,53,9,19,47,4,6,67,8,26,16,13,5,1
1159,24,53,45,4,23,17,23,27,85,10,30,9,12,5,5
1159,22,48,46,8,15,53,11,16,69,7,21,9,10,8,2
1159,32,53,60,12,18,67,8,11,73,6,23,22,14,6,3
1159,30,49,61,6,17,35,17,22,77,3,27,16,10,7,1
1159,25,52,48,8,21,38,16,20,80,7,24,15,10,5,2
1159,19,46,41,3,12,25,16,20,80,10,23,10,13,5,4
1159,19,47,40,6,17,35,10,15,67,4,32,10,10,4,3
1159,27,57,47,9,22,41,2,5,40,7,26,19,10,5,1
1159,26,45,58,10,20,50,6,9,67,5,29,19,16,5,0
1159,22,49,45,11,23,48,13,17,76,5,23,15,6,1,5
1159,27,41,66,12,22,55,8,12,67,4,25,19,13,2,6
1159,22,46,48,9,23,39,9,14,64,7,26,14,10,7,6
1159,22,44,50,8,15,53,13,18,72,7,22,14,10,5,3
1159,19,40,48,3,9,33,18,22,82,6,22,8,17,4,5
1159,31,52,60,6,13,46,3,3,100,6,15,11,10,5,4
1159,23,45,51,8,16,50,5,7,71,8,21,11,11,7,2
1159,27,53,51,9,23,39,13,20,65,5,21,16,6,8,1
1159,31,60,52,9,21,43,13,19,68,5,23,21,5,9,3
1159,33,50,66,8,17,47,21,24,88,2,20,20,7,7,4
1159,24,48,50,12,22,55,1,7,14,8,25,11,12,4,3
1159,21,40,53,5,14,36,25,33,76,6,23,9,10,2,0
1159,22,44,50,5,14,36,17,26,65,5,32,13,14,1,2
1159,22,48,46,10,26,38,17,22,77,6,23,12,12,4,1
1159,29,61,48,11,28,39,6,9,67,10,27,15,7,5,3
1159,24,52,46,5,20,25,24,32,75,7,21,9,6,7,2
1159,23,43,53,5,13,38,5,9,56,6,21,14,13,6,2
1159,31,58,53,10,25,40,8,11,73,12,17,19,15,13,4
1159,27,62,44,13,28,46,17,25,68,14,29,19,12,8,4
1159,28,48,58,14,25,56,15,22,68,2,22,17,17,6,3
1159,25,46,54,7,15,47,19,23,83,7,20,17,11,10,1
1159,19,48,40,11,25,44,9,17,53,10,21,12,9,2,4
1159,33,55,60,7,18,39,18,19,95,5,20,15,9,5,2
1159,37,65,57,10,20,50,9,12,75,9,16,18,6,10,1
1160,21,47,45,4,12,33,28,36,78,8,30,10,10,5,6
1160,23,51,45,7,15,47,14,24,58,5,33,13,14,9,7
1160,25,56,45,6,15,40,4,18,22,13,28,6,17,6,3
1160,25,47,53,4,11,36,27,36,75,9,26,6,17,8,1
1160,30,53,57,7,13,54,22,28,79,15,31,11,15,4,3
1160,23,59,39,6,19,32,33,44,75,14,32,11,13,6,8
1160,23,50,46,6,13,46,18,31,58,9,21,8,7,7,5
1160,18,43,42,2,4,50,12,21,57,11,29,7,18,7,2
1160,40,60,67,11,20,55,7,15,47,9,36,24,16,13,4
1160,29,59,49,4,16,25,18,23,78,19,33,15,21,10,4
1160,24,54,44,4,13,31,14,26,54,10,20,10,13,15,3
1160,19,44,43,1,9,11,19,24,79,7,29,9,11,7,3
1160,30,57,53,4,9,44,11,22,50,11,37,12,12,8,5
1160,28,47,60,7,15,47,18,22,82,5,30,13,20,4,1
1160,19,52,37,4,12,33,6,10,60,14,18,9,12,6,2
1160,24,58,41,6,19,32,18,24,75,12,18,12,9,10,5
1160,25,50,50,9,17,53,12,18,67,9,22,12,11,9,2
1160,21,49,43,6,24,25,12,20,60,11,24,6,14,12,5
1160,24,56,43,4,18,22,13,17,76,11,23,5,9,5,2
1160,25,52,48,7,16,44,19,24,79,5,33,11,13,6,1
1160,22,56,39,7,16,44,23,32,72,17,26,12,11,7,2
1160,29,49,59,5,14,36,28,34,82,9,37,19,18,8,3
1160,18,45,40,3,12,25,24,34,71,12,23,4,14,5,1
1160,28,45,62,9,17,53,29,43,67,5,31,23,14,9,3
1160,30,64,47,9,23,39,24,30,80,12,30,16,9,6,5
1160,22,50,44,4,18,22,28,36,78,10,24,12,13,12,1
1160,24,53,45,8,19,42,14,19,74,13,33,12,15,2,6
1160,27,58,47,9,24,38,18,24,75,14,28,20,14,5,3
1160,23,57,40,3,19,16,18,24,75,12,26,9,14,11,5
1160,23,56,41,7,22,32,22,37,59,15,17,13,8,7,1
1160,24,49,49,5,13,38,27,46,59,14,40,13,16,6,3
1160,25,49,51,8,20,40,26,26,100,12,22,11,14,6,3
1160,21,55,38,5,20,25,17,27,63,13,21,10,7,9,6
1160,31,55,56,5,12,42,33,39,85,12,27,14,16,3,6
1160,21,51,41,3,13,23,26,38,68,7,27,8,6,5,3
1160,29,57,51,6,16,38,19,22,86,11,32,15,12,8,10
1160,25,56,45,6,18,33,23,30,77,17,25,13,15,6,5
1160,22,50,44,6,18,33,18,27,67,10,22,9,12,8,5
1160,31,56,55,9,14,64,20,28,71,9,35,18,11,4,3
1160,28,56,50,8,17,47,19,27,70,6,28,18,17,7,4
1160,20,54,37,1,9,11,20,26,77,15,33,11,14,6,5
1160,19,49,39,4,17,24,17,25,68,13,26,7,14,5,1
1160,24,52,46,2,9,22,9,16,56,10,28,8,13,3,1
1160,22,50,44,6,20,30,9,14,64,10,28,10,13,4,3
1160,22,52,42,4,13,31,17,24,71,8,35,10,14,6,3
1160,31,53,58,5,14,36,23,29,79,9,37,15,12,6,6
1160,21,48,44,7,16,44,19,24,79,11,30,13,15,7,7
1160,27,49,55,6,16,38,24,34,71,11,30,20,13,4,9
1160,27,53,51,9,18,50,9,14,64,9,15,15,8,5,4
1160,31,49,63,12,18,67,19,23,83,10,25,21,11,4,6
1160,24,53,45,3,13,23,31,38,82,8,28,12,12,10,3
1160,18,48,38,5,10,50,21,25,84,6,35,12,18,9,8
1160,32,58,55,7,15,47,15,19,79,9,24,22,10,10,4
1160,34,62,55,11,22,50,11,15,73,11,33,25,11,7,5
1160,30,65,46,8,22,36,30,42,71,15,28,8,20,8,2
1160,21,64,33,5,18,28,17,24,71,18,30,9,8,7,3
1160,29,49,59,4,7,57,25,33,76,7,24,14,11,6,5
1160,25,56,45,4,19,21,10,15,67,11,29,14,8,6,4
1160,24,48,50,6,16,38,24,26,92,11,28,11,18,3,3
1160,31,54,57,8,15,53,21,26,81,9,29,13,17,2,5
1160,29,61,48,7,19,37,20,29,69,17,31,19,18,10,10
1160,24,62,39,5,18,28,34,46,74,18,34,9,12,5,7
1160,25,48,52,13,25,52,18,23,78,8,30,15,17,4,4
1160,26,54,48,10,23,43,20,30,67,13,35,17,18,3,8
1160,31,66,47,8,22,36,18,21,86,14,28,18,7,4,3
1160,31,68,46,10,24,42,20,23,87,12,37,18,13,7,3
1160,30,60,50,9,27,33,16,26,62,14,31,19,14,7,10
1160,31,65,48,9,24,38,24,32,75,11,41,24,6,3,7
1160,18,48,38,7,16,44,28,39,72,11,29,12,11,3,7
1160,21,51,41,6,23,26,8,13,62,11,32,14,18,3,4
1160,22,52,42,6,16,38,21,27,78,13,35,12,18,4,10
1160,29,58,50,8,14,57,25,32,78,14,25,17,14,6,5
1160,24,61,39,5,15,33,22,26,85,12,25,12,6,4,2
1160,27,55,49,13,19,68,24,31,77,13,33,21,15,2,5
1160,22,58,38,5,9,56,21,30,70,12,29,8,9,6,4
1160,26,60,43,5,17,29,31,40,78,10,26,9,8,9,4
1160,28,69,41,5,17,29,20,25,80,20,35,10,22,8,6
1160,27,65,42,5,15,33,16,20,80,14,24,11,9,5,4
1160,25,48,52,11,21,52,18,27,67,9,26,18,8,5,2
1160,30,66,45,10,25,40,10,11,91,10,33,17,10,7,2
1161,20,53,38,1,8,13,31,41,76,19,25,7,9,5,0
1161,22,53,42,5,15,33,11,19,58,11,36,12,14,3,3
1161,29,67,43,8,18,44,7,10,70,24,21,15,11,4,2
1161,29,54,54,6,19,32,21,23,91,11,27,21,12,5,0
1161,26,54,48,7,15,47,20,26,77,14,27,12,14,8,3
1161,31,61,51,7,11,64,14,18,78,14,27,22,8,8,2
1161,27,54,50,5,16,31,19,28,68,13,25,18,9,3,2
1161,28,58,48,1,15,7,13,15,87,12,23,10,7,6,0
1161,30,63,48,11,24,46,17,27,63,19,26,22,6,7,2
1161,22,50,44,2,9,22,16,23,70,10,27,8,11,4,3
1161,29,55,53,6,16,38,21,29,72,11,34,14,11,3,6
1161,28,55,51,6,18,33,17,23,74,14,26,20,14,5,1
1161,21,54,39,5,14,36,19,21,90,11,25,13,10,7,2
1161,20,45,44,5,9,56,29,34,85,12,28,12,14,6,0
1161,26,58,45,6,22,27,19,35,54,14,25,12,5,3,2
1161,21,45,47,3,9,33,20,28,71,10,32,12,13,3,3
1161,27,63,43,6,17,35,13,21,62,20,26,12,10,6,1
1161,24,57,42,6,14,43,12,17,71,14,29,16,11,5,1
1161,28,52,54,7,20,35,26,34,76,11,28,13,11,4,1
1161,24,50,48,4,11,36,22,32,69,13,19,10,10,6,0
1161,32,52,62,4,12,33,10,15,67,13,22,13,8,5,2
1161,25,57,44,3,17,18,24,32,75,14,17,13,11,8,1
1161,19,46,41,4,12,33,25,37,68,11,22,11,7,2,1
1161,30,56,54,5,17,29,23,33,70,7,25,19,4,5,3
1161,23,56,41,1,12,8,25,33,76,15,26,7,10,6,4
1161,27,57,47,8,18,44,33,44,75,19,27,20,11,6,1
1161,17,42,40,3,8,38,29,36,81,10,18,7,5,4,7
1161,30,73,41,4,14,29,21,29,72,18,27,13,9,13,5
1161,27,62,44,3,16,19,17,24,71,15,28,15,6,4,5
1161,35,68,51,6,22,27,10,20,50,16,30,20,8,6,5
1161,21,52,40,4,10,40,20,27,74,11,15,12,9,9,1
1161,25,52,48,9,17,53,17,23,74,11,32,15,10,5,1
1161,23,54,43,5,19,26,23,32,72,8,27,11,6,6,3
1161,25,50,50,7,15,47,18,28,64,11,26,18,7,5,2
1161,19,46,41,5,17,29,25,33,76,21,26,11,18,6,1
1161,30,59,51,7,15,47,15,20,75,13,24,20,5,3,5
1161,26,53,49,6,15,40,20,32,63,12,25,16,9,5,4
1161,27,52,52,12,27,44,17,28,61,11,28,22,17,2,3
1161,25,59,42,9,23,39,21,27,78,14,27,18,12,2,4
1161,26,53,49,8,19,42,15,23,65,14,22,18,14,11,9
1161,20,53,38,8,20,40,28,33,85,12,26,13,8,3,3
1161,24,46,52,8,18,44,19,33,58,9,24,15,7,5,4
1161,19,54,35,4,14,29,23,27,85,12,22,10,8,3,6
1161,24,50,48,7,15,47,10,18,56,11,28,19,16,5,3
1161,24,51,47,4,15,27,14,30,47,14,27,16,16,5,1
1161,21,46,46,6,20,30,14,26,54,5,21,6,9,8,5
1161,32,53,60,7,18,39,14,20,70,15,16,24,8,4,2
1161,24,49,49,13,29,45,14,21,67,8,28,19,14,6,0
1161,21,60,35,0,9,0,16,26,62,11,25,8,5,5,0
1161,23,49,47,6,16,38,19,24,79,6,24,10,8,5,3
1161,30,57,53,8,26,31,24,36,67,11,29,20,11,1,3
1161,37,65,57,13,24,54,11,16,69,14,25,21,5,9,4
1161,21,52,40,6,21,29,22,32,69,16,30,9,12,8,0
1161,25,54,46,12,21,57,17,22,77,11,25,15,5,3,1
1161,31,64,48,7,24,29,11,17,65,15,34,21,11,8,2
1161,32,67,48,9,21,43,10,20,50,16,28,24,10,6,5
1161,20,56,36,8,23,35,22,31,71,12,26,14,8,8,5
1161,25,53,47,7,16,44,24,31,77,12,29,14,15,4,3
1161,23,53,43,8,22,36,12,16,75,11,27,14,15,8,8
1161,24,57,42,10,26,38,14,22,64,14,30,17,7,7,4
1161,29,59,49,6,14,43,14,19,74,9,22,14,14,7,5
1161,29,68,43,3,21,14,14,18,78,16,27,16,7,9,3
1161,20,52,38,9,21,43,22,31,71,11,27,14,9,6,3
1161,30,62,48,9,30,30,15,20,75,7,26,14,8,5,2
1161,21,49,43,9,18,50,32,42,76,13,27,18,12,3,3
1161,30,65,46,12,32,38,23,28,82,15,23,19,13,6,3
1161,36,73,49,9,24,38,27,33,82,13,30,18,10,2,3
1161,31,58,53,10,17,59,18,22,82,9,34,13,17,3,5
1161,29,53,55,11,21,52,20,28,71,7,24,20,4,7,1
1161,24,60,40,8,22,36,10,17,59,10,25,8,12,7,4
1161,28,64,44,5,18,28,24,27,89,17,21,13,17,4,0
1161,25,54,46,12,30,40,21,28,75,6,22,17,5,2,4
1161,25,53,47,7,22,32,17,23,74,12,23,10,9,3,4
1161,23,67,34,8,24,33,22,32,69,20,33,10,13,5,2
1161,28,66,42,11,31,35,30,41,73,13,36,14,11,5,4
1161,32,66,48,12,31,39,10,16,63,15,18,18,8,4,0
1161,23,54,43,13,30,43,28,34,82,15,24,20,12,8,6
1161,28,51,55,8,20,40,16,23,70,8,30,15,14,2,3
1161,26,54,48,13,29,45,23,29,79,11,23,16,11,3,2
1162,26,53,49,8,19,42,8,13,62,10,27,13,12,7,5
1162,19,50,38,11,31,35,26,30,87,10,26,14,12,12,1
1162,17,49,35,6,18,33,14,18,78,11,21,11,6,6,1
1162,21,43,49,12,23,52,15,19,79,5,23,18,13,7,4
1162,24,58,41,9,21,43,9,10,90,8,24,13,7,6,2
1162,23,50,46,7,21,33,11,16,69,7,33,13,13,3,5
1162,23,43,53,6,13,46,15,18,83,5,20,16,10,5,1
1162,28,55,51,9,17,53,13,15,87,10,23,18,11,7,2
1162,15,45,33,6,24,25,22,26,85,6,28,8,14,8,3
1162,24,50,48,5,15,33,6,9,67,7,25,12,8,5,3
1162,25,51,49,10,24,42,13,15,87,11,23,17,12,5,3
1162,24,51,47,12,22,55,10,14,71,6,30,12,16,5,1
1162,19,43,44,5,13,38,22,33,67,8,24,7,9,4,2
1162,19,42,45,8,20,40,15,19,79,8,26,10,12,3,4
1162,30,57,53,13,26,50,8,9,89,11,18,20,12,12,2
1162,24,42,57,10,23,43,20,23,87,7,32,13,18,9,2
1162,23,46,50,10,23,43,26,34,76,10,25,17,11,5,7
1162,26,63,41,8,27,30,16,22,73,10,26,12,4,6,4
1162,24,52,46,10,22,45,23,28,82,10,30,15,13,6,2
1162,20,47,43,12,30,40,16,20,80,12,23,15,16,2,4
1162,20,42,48,5,17,29,26,31,84,10,22,9,12,4,5
1162,23,46,50,2,9,22,26,30,87,8,26,12,10,6,8
1162,19,47,40,5,16,31,10,13,77,9,22,12,13,7,2
1162,20,42,48,7,21,33,22,26,85,6,24,11,11,7,3
1162,23,59,39,9,23,39,15,19,79,14,25,14,11,5,2
1162,20,46,43,5,21,24,17,22,77,6,24,7,9,6,2
1162,25,43,58,13,25,52,21,22,95,4,23,16,13,4,1
1162,21,47,45,12,25,48,20,26,77,7,31,12,11,4,2
1162,21,44,48,8,22,36,20,23,87,9,24,13,12,9,5
1162,20,53,38,6,27,22,8,18,44,14,33,14,14,4,3
1162,14,45,31,7,24,29,22,28,79,14,22,9,12,5,5
1162,21,48,44,4,21,19,6,10,60,7,28,12,9,6,3
1162,22,49,45,10,22,45,8,10,80,6,29,15,9,4,8
1162,25,58,43,13,35,37,19,27,70,13,28,17,14,6,6
1162,25,52,48,9,21,43,10,12,83,13,20,16,13,5,5
1162,18,41,44,6,17,35,6,10,60,7,29,11,24,4,3
1162,29,57,51,14,31,45,14,18,78,7,27,14,7,6,3
1162,26,47,55,15,26,58,16,18,89,8,26,16,11,4,4
1162,29,61,48,9,25,36,9,11,82,11,22,14,7,9,6
1162,18,46,39,6,18,33,14,19,74,9,30,6,12,4,2
1162,28,48,58,11,20,55,21,30,70,11,25,17,13,9,2
1162,25,48,52,7,17,41,13,17,76,7,23,15,12,5,2
1162,20,54,37,11,26,42,21,27,78,9,22,18,9,9,5
1162,27,57,47,9,28,32,19,26,73,8,26,14,6,6,5
1162,24,53,45,4,16,25,20,28,71,9,23,16,10,4,1
1162,19,49,39,8,23,35,19,24,79,10,34,10,14,4,5
1162,22,49,45,13,30,43,21,24,88,8,23,19,14,5,4
1162,23,59,39,11,25,44,15,20,75,10,35,13,17,3,7
1162,23,49,47,11,26,42,24,29,83,9,19,13,9,4,2
1162,22,59,37,7,23,30,23,29,79,12,29,15,15,10,3
1162,25,50,50,13,24,54,16,22,73,4,29,16,14,3,3
1162,21,51,41,10,25,40,25,36,69,13,23,12,11,10,3
1162,22,57,39,6,24,25,5,10,50,6,23,8,5,8,5
1162,25,55,45,12,30,40,15,19,79,6,25,16,10,4,6
1162,25,59,42,6,19,32,7,19,37,13,27,11,13,11,5
